Year,Value,SERIES
2014,13.3,_L_CM_050601_1
2018,3.9,_L_CM_050601_1
2014,21.0,_L_CM_050601_2
2018,15.4,_L_CM_050601_2
2014,34.4,_L_CM_050601_3
2018,19.3,_L_CM_050601_3
