Year,Value,SERIES
2014,3.3,_L_CM_080502_1
2016,2.6,_L_CM_080502_1
2014,6.3,_L_CM_080502_2
2016,6.3,_L_CM_080502_2
2014,77.6,_L_CM_080502_3
