Year,Observation status,Unit multiplier,Nature of data points,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2013,Normal value,Units,Country Data,National_SDG_Report,Burden of neglected tropical diseases (%),,Percent,,1.8
