Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
2014,A,0,C,National_SDG_Report,Taux de fécondité  chez les adolescentes 15 à 19 ans (pour 1 000 adolescentes du même groupe d’âge),,,PER_1000_POP,2014,,119
2014,A,0,C,National_SDG_Report,Taux de fécondité  chez les adolescentes 15 à 19 ans (pour 1 000 adolescentes du même groupe d’âge),,R,PER_1000_POP,2014,,76
2014,A,0,C,National_SDG_Report,Taux de fécondité  chez les adolescentes 15 à 19 ans (pour 1 000 adolescentes du même groupe d’âge),,U,PER_1000_POP,2014,,169
