Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,9,C,National_SDG_Report,_L_CM_150b01_1,,CUR_LCU,,49.35
