Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,0,C,National_SDG_Report,_L_CM_171101_1,,PT,,0.031
2017,A,0,C,National_SDG_Report,_L_CM_171101_1,,PT,,0.028
2018,A,0,C,National_SDG_Report,_L_CM_171101_1,,PT,,0.024
