Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2013,A,0,C,National_SDG_Report,_L_CM_030302_01,,PER_100000_POP,,125
2013,A,0,C,National_SDG_Report,_L_CM_030302_02,,PER_100000_POP,,72
