Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
1998,A,0,C,National_SDG_Report,SH_STA_MORT,,PER_1000_LIVE_BIRTHS,2018,,511
2004,A,0,C,National_SDG_Report,SH_STA_MORT,,PER_1000_LIVE_BIRTHS,2018,,669
2011,A,0,C,National_SDG_Report,SH_STA_MORT,,PER_1000_LIVE_BIRTHS,2018,,782
2018,A,0,C,National_SDG_Report,SH_STA_MORT,,PER_1000_LIVE_BIRTHS,2018,,467
