Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2014,A,0,C,National_SDG_Report,SL_DOM_TSPDDC,,F,U,PT,,22.7
2014,A,0,C,National_SDG_Report,SL_DOM_TSPDDC,,M,U,PT,,22.9
2014,A,0,C,National_SDG_Report,SL_DOM_TSPDDC,,F,R,PT,,28.2
2014,A,0,C,National_SDG_Report,SL_DOM_TSPDDC,,M,R,PT,,23.9
