Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
2014,A,0,C,National_SDG_Report,_L_CM_070201_1,,PT,2015,,0.045
2015,A,0,C,National_SDG_Report,_L_CM_070201_1,,PT,2015,,0.051
2014,A,0,C,National_SDG_Report,_L_CM_070201_2a,,PT,2014,,0.07
2015,A,0,C,National_SDG_Report,_L_CM_070201_2b,,PT,2015,,0.52
