Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2011,A,0,C,National_SDG_Report,SH_STA_WAST,,PT,,5.6
2014,A,0,C,National_SDG_Report,SH_STA_WAST,,PT,,5.2
2018,A,0,C,National_SDG_Report,SH_STA_WAST,,PT,,6.0
2011,A,0,C,National_SDG_Report,SN_STA_OVWGT,,PT,,6.2
2014,A,0,C,National_SDG_Report,SN_STA_OVWGT,,PT,,6.7
2018,A,0,C,National_SDG_Report,SN_STA_OVWGT,,PT,,11.0
