Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2017,A,0,C,National_SDG_Report,_L_CM_090C01_1,,,U,PT,,95.2
2017,A,0,C,National_SDG_Report,_L_CM_090C01_1,,,R,PT,,77.4
2017,A,0,C,National_SDG_Report,_L_CM_090C01_1,,F,,PT,,82.7
2017,A,0,C,National_SDG_Report,_L_CM_090C01_1,,M,,PT,,85.6
2017,A,0,C,National_SDG_Report,_L_CM_090C01_1,,,,PT,,84.9
