Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,SEX,URBANISATION,UNIT_MEASURE,GeoCode,Value
2016,A,0,C,National_SDG_Report,_L_CM_170801_01,,,U,PT,,45.8
2016,A,0,C,National_SDG_Report,_L_CM_170801_01,,,R,PT,,9.3
2016,A,0,C,National_SDG_Report,_L_CM_170801_01,,F,,PT,,19.2
2016,A,0,C,National_SDG_Report,_L_CM_170801_01,,M,,PT,,27.4
2016,A,0,C,National_SDG_Report,_L_CM_170801_01,,,,PT,,23.2
2018,A,0,C,National_SDG_Report,_L_CM_170801_01,,,,PT,,35.0
