Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2014,A,0,C,National_SDG_Report,_L_CM_020201_01,,F,PT,,29.8
2014,A,0,C,National_SDG_Report,_L_CM_020201_01,,M,PT,,33.5
2011,A,0,C,National_SDG_Report,_L_CM_020201_01,,,PT,,32.5
2014,A,0,C,National_SDG_Report,_L_CM_020201_01,,,PT,,31.7
2018,A,0,C,National_SDG_Report,_L_CM_020201_01,,,PT,,29.0
