Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
2015,A,0,C,National_SDG_Report,_L_CM_040201_1,,,PT,2015,,37.5
2015,A,0,C,National_SDG_Report,_L_CM_040201_1,,F,PT,2015,,38.0
2015,A,0,C,National_SDG_Report,_L_CM_040201_1,,M,PT,2015,,37.0
2015,A,0,C,National_SDG_Report,_L_CM_040201_2,,,PT,2015,,26.9
2015,A,0,C,National_SDG_Report,_L_CM_040201_2,,F,PT,2015,,27.2
2015,A,0,C,National_SDG_Report,_L_CM_040201_2,,M,PT,2015,,26.5
