Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
2014,A,0,C,National_SDG_Report,_L_CM_070301_1,,RO,2015,,614.8
2015,A,0,C,National_SDG_Report,_L_CM_070301_1,,RO,2015,,598.5
