Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2016,A,3,C,National_SDG_Report,_L_CM_150301_1,,HA,,12000
2016,A,3,C,National_SDG_Report,_L_CM_150301_2,,HA,,26
