Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2014,A,0,C,National_SDG_Report,_L_CM_070201_1,,PT,,0.045
2015,A,0,C,National_SDG_Report,_L_CM_070201_1,,PT,,0.051
2014,A,0,C,National_SDG_Report,_L_CM_070201_2a,,PT,,0.07
2015,A,0,C,National_SDG_Report,_L_CM_070201_2b,,PT,,0.52
