Year,Observation status,Unit multiplier,Nature of data points,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2011,Normal value,Units,Country Data,National_SDG_Report,Percentage of women (20-29 years) who were forced to have their first sexual intercourse (%),,Percent,,20
