Year,Status de l'observation,Multiplicateur d'unité,NATURE,SOURCE_DETAIL,SERIES,Aire Geographique,UNIT_MEASURE,GeoCode,Value
2014,Valeur Normale,Unité,C,National_SDG_Report,Part des énergies renouvelables hors bois énergie dans le mix énergétique à la consommation (%),,Pour cent,,0.045
2015,Valeur Normale,Unité,C,National_SDG_Report,Part des énergies renouvelables hors bois énergie dans le mix énergétique à la consommation (%),,Pour cent,,0.051
2014,Valeur Normale,Unité,C,National_SDG_Report,Part des énergies renouvelables dans le mix électrique à la production,,Pour cent,,0.07
2015,Valeur Normale,Unité,C,National_SDG_Report,Part des énergies renouvelables dans le mix électrique à la production,,Pour cent,,0.52
