Year,Status de l'observation,Multiplicateur d'unité,NATURE,SOURCE_DETAIL,SERIES,Aire Geographique,UNIT_MEASURE,GeoCode,Value
2014,Valeur Normale,Unité,C,National_SDG_Report,Intensité énergétique [rapport entre énergie primaire et produit intérieur brut (PIB),,Ratio,,614.8
2015,Valeur Normale,Unité,C,National_SDG_Report,Intensité énergétique [rapport entre énergie primaire et produit intérieur brut (PIB),,Ratio,,598.5
