Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2002,A,0,C,National_SDG_Report,SN_ITK_DEFC,,PT,,30.8
2016,A,0,C,National_SDG_Report,SN_ITK_DEFC,,PT,,9.9
