Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2018,A,0,C,National_SDG_Report,_L_CM_160701_01,,PT,,13.0
2017,A,0,C,National_SDG_Report,_L_CM_160701_02,,PT,,30.5
2020,A,0,C,National_SDG_Report,_L_CM_160701_02,,PT,,33.9
2017,A,0,C,National_SDG_Report,_L_CM_160701_03,,PT,,8.0
2017,A,0,C,National_SDG_Report,_L_CM_160701_04,,PT,,20.0
2020,A,0,C,National_SDG_Report,_L_CM_160701_04,,PT,,26.0
