Year,Status de l'observation,Multiplicateur d'unité,NATURE,SOURCE_DETAIL,SERIES,Aire Geographique,UNIT_MEASURE,GeoCode,Value
2016,Valeur Normale,Unité,C,National_SDG_Report,Nombre d'espèces animales en danger,,Nombre,,106
2016,Valeur Normale,Unité,C,National_SDG_Report,Nombre d'espèces végétale en danger,,Nombre,,132
