Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,SEX,UNIT_MEASURE,GeoCode,Value
2015,A,0,C,National_SDG_Report,_L_CM_040201_01,,F,PT,,38.0
2015,A,0,C,National_SDG_Report,_L_CM_040201_01,,M,PT,,37.0
2015,A,0,C,National_SDG_Report,_L_CM_040201_01,,,PT,,37.5
2015,A,0,C,National_SDG_Report,_L_CM_040201_02,,F,PT,,27.2
2015,A,0,C,National_SDG_Report,_L_CM_040201_02,,M,PT,,26.5
2015,A,0,C,National_SDG_Report,_L_CM_040201_02,,,PT,,26.9
