Year,Status de l'observation,Multiplicateur d'unité,NATURE,SOURCE_DETAIL,SERIES,Aire Geographique,UNIT_MEASURE,GeoCode,Value
2016,Valeur Normale,Milliers,C,National_SDG_Report,Superficie des terres dégradées entre 2008 à 2016 (Milliers d’hectares),,Hectares,,12000
2016,Valeur Normale,Milliers,C,National_SDG_Report,Superficie des terres restaurées de 2008 à 2016 (Milliers d'Hectares),,Hectares,,26
