Year,Status de l'observation,Multiplicateur d'unité,NATURE,SOURCE_DETAIL,SERIES,Aire Geographique,UNIT_MEASURE,GeoCode,Value
2011,Valeur Normale,Unité,C,National_SDG_Report,Pourcentage de femmes (20-29 ans) qui ont été forcées d’avoir leur premier rapport sexuel (%),,Pour cent,,20
