Year,Observation status,Unit multiplier,Nature of data points,Source details,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2016,Normal value,Billions,Country Data,National_SDG_Report,Public expenditure and Official development aid devoted to the preservation and sustainable exploitation of biodiversity and ecosystems (billion CFA Francs),,Local currency,,49.35
