Year,Observation status,Unit multiplier,Nature of data points,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,GeoCode,Value
2015,Normal value,Units,Country Data,National_SDG_Report,Gross enrollment ratio in primary school (%),,Percent,,122
