Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,URBANISATION,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
2014,A,0,C,National_SDG_Report,SH_H2O_SAFE,,,PT,2016,,72.9
2016,A,0,C,National_SDG_Report,SH_H2O_SAFE,,,PT,2016,,73.4
2014,A,0,C,National_SDG_Report,SH_H2O_SAFE,,R,PT,2016,,54.2
2016,A,0,C,National_SDG_Report,SH_H2O_SAFE,,R,PT,2016,,59.3
2014,A,0,C,National_SDG_Report,SH_H2O_SAFE,,U,PT,2016,,93.2
2016,A,0,C,National_SDG_Report,SH_H2O_SAFE,,U,PT,2016,,97.7
