Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2013,A,0,C,National_SDG_Report,VC_PRS_UNSNT,,PT,,60.1
2014,A,0,C,National_SDG_Report,VC_PRS_UNSNT,,PT,,61.2
2015,A,0,C,National_SDG_Report,VC_PRS_UNSNT,,PT,,55.8
2017,A,0,C,National_SDG_Report,VC_PRS_UNSNT,,PT,,58.0
