Year,Value,SERIES
2014,64.4,_L_CM_120402_1
2014,5.7,_L_CM_120402_2
2014,30.0,_L_CM_120402_3
2014,22.5,_L_CM_120402_4
2014,5.3,_L_CM_120402_5
