Year,Value,SERIES
2015,76.3,_L_CM_040101_1
2016,76.7,_L_CM_040101_1
2017,72.5,_L_CM_040101_1
2015,53.2,_L_CM_040101_2
2015,59.3,_L_CM_040101_3
