Year,Value,SERIES
2013,0.9,_L_CM_030401_11
2013,5.0,_L_CM_030401_12
2013,4.7,_L_CM_030401_1
2013,2.0,_L_CM_030401_2
2013,1.4,_L_CM_030401_3
2013,3.5,_L_CM_030401_4
2013,5.6,_L_CM_030401_5
2013,10.1,_L_CM_030401_6
2013,2.9,_L_CM_030401_7
2013,11.6,_L_CM_030401_8
2013,4.5,_L_CM_030401_9
2013,1.5,_L_CM_030401_10
2013,10.5,_L_CM_030401_13
2013,2.9,_L_CM_030401_14
