Year,Value,SERIES
2016,20.21,_L_CM_140501_1
2016,11.98,_L_CM_140501_2
2016,0.22,_L_CM_140501_3
2016,1.8,_L_CM_140501_4
2016,6.2,_L_CM_140501_5
