Year,Value,SERIES
2014,52.6,_L_CM_050201_1
2018,31.5,_L_CM_050201_1
2014,30.8,VC_VAW_PHYV
2018,19.6,VC_VAW_PHYV
2014,47.2,VC_VAW_PSYV
2018,22.4,VC_VAW_PSYV
2014,13.5,VC_VAW_SEXV
2018,6.9,VC_VAW_SEXV
