Year,Status de l'observation,Multiplicateur d'unité,NATURE,SOURCE_DETAIL,SERIES,Aire Geographique,UNIT_MEASURE,GeoCode,Value
2014,Valeur Normale,Unité,C,National_SDG_Report,Taux de croissance des dépenses des ménages pour l'ensemble des ménages entre 2007 et 2014(%),,Pour cent,,69.0
2014,Valeur Normale,Unité,C,National_SDG_Report,Taux de croissance des dépenses des ménages pour les 40% les plus pauvres entre 2007 et 2014 (%),,Pour cent,,36.4
