Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,TIME_DETAIL,GeoCode,Value
2016,A,3,C,National_SDG_Report,Superficie des terres dégradées entre 2008 à 2016 (Milliers d’hectares),,HA,2016,,12000
2016,A,3,C,National_SDG_Report,Superficie des terres restaurées de 2008 à 2016 (Milliers d'Hectares),,HA,2016,,26
