Year,OBS_STATUS,UNIT_MULT,NATURE,SOURCE_DETAIL,SERIES,REF_AREA,UNIT_MEASURE,GeoCode,Value
2017,A,0,C,National_SDG_Report,_L_CM_150101_1,,PT,,24.76
2017,A,0,C,National_SDG_Report,_L_CM_150101_2,,PT,,21.49
2017,A,0,C,National_SDG_Report,AG_LND_FRST,,PT,,46.25
